perm_stat,model
-2.9006220061632977,matrix_completion
2.3099158624116014,matrix_completion
0.5989917239056135,matrix_completion
-2.692847692772581,matrix_completion
0.7457484331161286,matrix_completion
-3.1492738749897793,matrix_completion
0.8215548801515222,matrix_completion
3.0400526146013993,matrix_completion
3.4964787968185966,matrix_completion
-4.8247369768411845,matrix_completion
-1.5287458449042095,matrix_completion
-1.0764713779457917,matrix_completion
1.6312487477311732,matrix_completion
2.508142209131485,matrix_completion
-1.5534467116498698,matrix_completion
3.186809323811913,matrix_completion
2.1631591532010868,matrix_completion
0.2896444746816087,matrix_completion
-2.221954891482869,matrix_completion
0.7457484331161286,matrix_completion
-2.215872359068503,matrix_completion
-3.1492738749897793,matrix_completion
2.508142209131485,matrix_completion
-2.9006220061632977,matrix_completion
0.06708131843569998,matrix_completion
1.3645895127499932,matrix_completion
0.5989917239056135,matrix_completion
2.4173820434914317,matrix_completion
-4.044174702544789,matrix_completion
-2.692847692772581,matrix_completion
0.9683115893620373,matrix_completion
-2.9006220061632977,matrix_completion
0.5989917239056135,matrix_completion
-1.5287458449042095,matrix_completion
6.200047207236782,matrix_completion
-4.5211500362488675,matrix_completion
-2.672298541285701,matrix_completion
2.619585335418285,matrix_completion
0.06708131843569998,matrix_completion
0.9683115893620373,matrix_completion
1.0554179061228117,matrix_completion
-0.8500787302237809,matrix_completion
2.4173820434914317,matrix_completion
-3.681184280459693,matrix_completion
-0.8500787302237809,matrix_completion
-2.368711600693384,matrix_completion
-0.39365254800658267,matrix_completion
1.3645895127499932,matrix_completion
0.01072071764560345,matrix_completion
0.8876141790459151,matrix_completion
-3.1492738749897793,matrix_completion
0.5989917239056135,matrix_completion
-2.692847692772581,matrix_completion
-4.5211500362488675,matrix_completion
-4.8247369768411845,matrix_completion
0.9683115893620373,matrix_completion
4.858442934187217,matrix_completion
4.858442934187217,matrix_completion
2.3099158624116014,matrix_completion
-3.2042089467556156,matrix_completion
-0.853908221699883,matrix_completion
-4.5211500362488675,matrix_completion
2.619585335418285,matrix_completion
0.8215548801515222,matrix_completion
-1.0764713779457917,matrix_completion
-4.8247369768411845,matrix_completion
0.06708131843569998,matrix_completion
2.508142209131485,matrix_completion
-0.853908221699883,matrix_completion
0.7457484331161286,matrix_completion
0.7457484331161286,matrix_completion
3.981549472786905,matrix_completion
0.01072071764560345,matrix_completion
1.2779810623687204,matrix_completion
0.01072071764560345,matrix_completion
-4.5211500362488675,matrix_completion
3.186809323811913,matrix_completion
-2.215872359068503,matrix_completion
-0.853908221699883,matrix_completion
-1.0723196626870113,matrix_completion
3.7589863165409962,matrix_completion
-3.2042089467556156,matrix_completion
-0.7728844373534747,matrix_completion
0.8215548801515222,matrix_completion
0.2896444746816087,matrix_completion
-2.215872359068503,matrix_completion
6.200047207236782,matrix_completion
0.9683115893620373,matrix_completion
-0.39365254800658267,matrix_completion
4.635879777941309,matrix_completion
-2.215872359068503,matrix_completion
-1.3819891356936953,matrix_completion
-2.215872359068503,matrix_completion
0.7457484331161286,matrix_completion
0.7457484331161286,matrix_completion
3.186809323811913,matrix_completion
2.3099158624116014,matrix_completion
-1.912285418476186,matrix_completion
-0.550321281107566,matrix_completion
0.06708131843569998,matrix_completion
0.7457484331161286,matrix_completion
-0.853908221699883,matrix_completion
-2.215872359068503,matrix_completion
-1.5534467116498698,matrix_completion
3.4964787968185966,matrix_completion
1.6312487477311732,matrix_completion
-3.2042089467556156,matrix_completion
4.858442934187217,matrix_completion
1.3645895127499932,matrix_completion
0.5989917239056135,matrix_completion
-0.853908221699883,matrix_completion
6.200047207236782,matrix_completion
0.5989917239056135,matrix_completion
3.0400526146013993,matrix_completion
0.7912829919419986,matrix_completion
-1.330883555403961,matrix_completion
-1.0723196626870113,matrix_completion
-1.912285418476186,matrix_completion
-2.221954891482869,matrix_completion
6.200047207236782,matrix_completion
0.8876141790459151,matrix_completion
0.06708131843569998,matrix_completion
-2.692847692772581,matrix_completion
0.2896444746816087,matrix_completion
-2.525541832075187,matrix_completion
-1.330883555403961,matrix_completion
0.4876960513496815,matrix_completion
1.2779810623687204,matrix_completion
0.5989917239056135,matrix_completion
-3.1492738749897793,matrix_completion
4.858442934187217,matrix_completion
0.8876141790459151,matrix_completion
-1.3819891356936953,matrix_completion
-3.2042089467556156,matrix_completion
-0.853908221699883,matrix_completion
3.0400526146013993,matrix_completion
2.619585335418285,matrix_completion
0.7457484331161286,matrix_completion
-1.5534467116498698,matrix_completion
-4.8247369768411845,matrix_completion
-3.681184280459693,matrix_completion
2.508142209131485,matrix_completion
4.858442934187217,matrix_completion
0.5989917239056135,matrix_completion
-0.39365254800658267,matrix_completion
0.7457484331161286,matrix_completion
0.8215548801515222,matrix_completion
-1.5534467116498698,matrix_completion
-3.2042089467556156,matrix_completion
2.508142209131485,matrix_completion
3.0400526146013993,matrix_completion
3.0400526146013993,matrix_completion
0.5989917239056135,matrix_completion
0.01072071764560345,matrix_completion
-0.5404092572170978,matrix_completion
3.0400526146013993,matrix_completion
-1.5534467116498698,matrix_completion
-4.5211500362488675,matrix_completion
1.3645895127499932,matrix_completion
-0.39365254800658267,matrix_completion
0.06708131843569998,matrix_completion
4.635879777941309,matrix_completion
2.3099158624116014,matrix_completion
-1.912285418476186,matrix_completion
1.6312487477311732,matrix_completion
-0.550321281107566,matrix_completion
4.858442934187217,matrix_completion
-4.8247369768411845,matrix_completion
-1.0764713779457917,matrix_completion
1.2779810623687204,matrix_completion
0.2896444746816087,matrix_completion
-4.044174702544789,matrix_completion
-2.525541832075187,matrix_completion
-2.525541832075187,matrix_completion
-1.3819891356936953,matrix_completion
2.508142209131485,matrix_completion
6.200047207236782,matrix_completion
0.2896444746816087,matrix_completion
2.1631591532010868,matrix_completion
-2.692847692772581,matrix_completion
-2.692847692772581,matrix_completion
3.7589863165409962,matrix_completion
-0.7728844373534747,matrix_completion
-1.0723196626870113,matrix_completion
-2.525541832075187,matrix_completion
-1.912285418476186,matrix_completion
-3.2042089467556156,matrix_completion
1.6681764533423111,matrix_completion
-2.9006220061632977,matrix_completion
0.8876141790459151,matrix_completion
-2.368711600693384,matrix_completion
3.7589863165409962,matrix_completion
-0.853908221699883,matrix_completion
